emp_no,first_name,last_name,title,to_date
11732,Sanjoy,Ranft,Senior Engineer,1996-12-22
11733,Leszek,Sudbeck,Senior Engineer,2001-01-11
11735,Amalendu,Picci,Senior Staff,1997-07-14
11736,Shugo,Uchoa,Senior Engineer,1994-03-07
11737,Martina,Garnier,Assistant Engineer,1995-07-11
11738,Tadahiro,Lichtman,Senior Engineer,1992-06-18
11746,Koichi,Marrakchi,Senior Staff,1995-11-18
11747,Aksel,Kossowski,Senior Staff,1993-02-20
11748,Lihong,Massonet,Engineer,1996-07-24
11751,Jiafu,Emiris,Senior Staff,1993-11-03
11755,Zhenbing,Karner,Senior Staff,1996-12-04
11756,Abdelwaheb,Vakili,Engineer,1999-11-26
11763,Yuriy,Liesche,Engineer,1997-04-18
11764,Sanjay,Anick,Senior Engineer,1996-12-15
11765,Zorica,Junet,Senior Staff,2000-07-03
11769,Chandrasekaran,Lampe,Senior Staff,2001-10-22
11770,Arumugam,Jakobus,Senior Engineer,2000-11-29
11772,Gaurav,Penz,Engineer,1999-11-07
11774,Aron,Wroclawski,Engineer,1998-11-26
11778,Dhritiman,Fontan,Senior Engineer,1997-12-28
11779,Shunichi,Thombley,Staff,1996-11-21
11791,Gal,Mamelak,Senior Engineer,1994-11-15
11797,Chenxi,Thambidurai,Senior Staff,1996-08-30
11801,Tommaso,Dayang,Senior Staff,1997-06-12
11805,Rosine,Grandbois,Assistant Engineer,1985-09-01
11807,Chriss,Binding,Technique Leader,1992-07-11
11810,Amabile,Bhattacharjee,Senior Engineer,1992-01-05
11811,Herb,Boissier,Senior Staff,1998-03-28
11813,Gita,Muhlberg,Staff,1987-03-16
11814,Manohar,Shinomoto,Staff,1996-06-09
11817,Niranjan,Markovitch,Senior Staff,1993-04-12
11821,Mary,Piazza,Senior Engineer,1995-12-13
11822,Sastry,Madeira,Staff,1996-07-07
11823,Weiyi,Iacovou,Senior Engineer,1995-10-23
11829,Chaosheng,Pettis,Assistant Engineer,1999-10-11
11832,Arto,Zlotek,Engineer,1996-02-04
11836,Ortrud,Bakhtari,Senior Staff,1989-07-28
11838,Taiji,Nitta,Staff,1986-07-11
11841,Elvia,Bugrara,Staff,1996-04-02
11842,Moto,Piazza,Senior Staff,1999-12-11
11844,Shawna,Demeyer,Senior Engineer,1995-01-27
11846,Fai,Perly,Senior Engineer,1999-06-22
11847,Tzvetan,Brandsma,Senior Engineer,1996-01-13
11853,Zeljko,Kusakabe,Senior Staff,1996-11-17
11857,Divier,Farrag,Senior Staff,1986-08-27
11862,Alejandra,Deville,Senior Engineer,1998-01-20
11864,Pradeep,Kriebel,Staff,1995-11-02
11868,Kwee,Demke,Engineer,1995-04-03
11869,Fumino,Luca,Engineer,1996-08-12
11871,Nalini,Sommen,Senior Engineer,1998-10-13
11872,Cheong,Riexinger,Senior Staff,2002-02-12
11876,Leszek,Kobuchi,Senior Engineer,2000-06-07
11877,Heng,Sudkamp,Senior Staff,1995-09-17
11881,Arra,Staelin,Senior Staff,1995-04-08
11883,Nectarios,Bhattacharjee,Engineer,1988-04-16
11888,Badri,Azulay,Senior Staff,1999-11-28
11894,Mitchel,Validov,Senior Engineer,1988-06-22
11896,Shaunak,Benzmuller,Technique Leader,1990-07-04
11897,Cordelia,Setlzner,Senior Staff,1997-06-16
11906,Hideo,Boguraev,Engineer,1999-02-07
11911,Ashish,Mondadori,Senior Engineer,1995-06-05
11915,Miomir,Mawatari,Senior Engineer,2001-06-28
11917,Jiakeng,VanScheik,Engineer,1997-03-08
11926,Leni,Felcyn,Engineer,1998-09-18
11931,Gunilla,Chiodo,Senior Staff,2000-01-13
11933,Basil,Erman,Senior Engineer,1992-06-12
11938,Aruna,Verspoor,Staff,1994-07-15
11939,Chinhyun,Basart,Technique Leader,1992-08-14
11940,Ult,Anido,Assistant Engineer,1996-11-02
11944,Along,Aumann,Senior Engineer,1994-12-01
11945,Limsoon,Marakhovsky,Staff,1994-01-21
11948,Yahiko,Nergos,Senior Engineer,2002-05-10
11949,Martijn,Harbusch,Technique Leader,1985-03-11
11951,Bernt,Haumacher,Senior Engineer,2001-10-13
11965,Arup,Morrey,Engineer,1993-10-07
11972,Sibyl,Beausoleil,Senior Staff,1994-04-25
11980,Yechezkel,Pews,Staff,1998-02-18
11983,Jaana,Hedayat,Senior Engineer,1994-10-11
11987,Vidya,Schaar,Senior Staff,1994-10-17
11988,Chinya,Chinin,Senior Engineer,1990-11-03
11989,Erzsebet,Peltason,Technique Leader,1989-01-07
11993,Marit,Dalphin,Senior Staff,1996-10-22
11994,Sigeru,Fiebach,Senior Staff,1999-11-11
11997,Heon,Mawatari,Staff,1999-02-21
12007,Marko,Dehkordi,Senior Engineer,1996-05-17
12008,Frederique,Zykh,Engineer,1991-08-07
12011,Zhilian,Coorg,Senior Staff,1997-07-22
12015,Kensei,Guenter,Staff,1999-11-16
12021,Chikara,Rahimi,Senior Engineer,2000-09-29
12023,Chuanyi,Eppinger,Technique Leader,1994-12-08
12024,Mayumi,Lanzelotte,Staff,1997-11-03
12025,Jaewoo,Heiserman,Staff,1985-02-28
12028,Ingemar,Walstra,Senior Engineer,1997-09-02
12030,Shuky,Cromarty,Staff,1996-06-24
12033,Visit,Serot,Engineer,1997-11-30
12034,Aemilian,Piazza,Staff,1995-11-22
12036,Mads,Ratzlaff,Senior Staff,1995-09-05
12037,Arunas,Katzenelson,Senior Staff,1992-09-30
12040,Bluma,Kermarrec,Senior Staff,1998-09-28
12043,Masaki,Lubachevsky,Staff,2000-01-05
12044,Rance,Hemaspaandra,Senior Engineer,1990-04-19
12047,Jordanka,Ligten,Assistant Engineer,1996-08-23
12050,Yuchang,Tchuente,Engineer,1996-04-01
12052,Masako,Khasidashvili,Technique Leader,1986-04-07
12053,Yechezkel,Pelc,Senior Engineer,1989-11-12
12054,Odysseas,Braccini,Staff,1999-08-06
12055,Rutger,Kilgore,Staff,1990-06-22
12060,Toshimi,Antonakopoulos,Technique Leader,1996-06-21
12062,Margareta,Worfolk,Senior Staff,1996-01-04
12063,Lein,Bale,Senior Engineer,2002-07-24
12069,Ayonca,Burnard,Senior Engineer,1995-05-13
12070,Ger,Shokrollahi,Technique Leader,1988-11-14
12076,Karlis,Siprelle,Senior Staff,1985-03-25
12077,Steve,Hutton,Senior Engineer,1999-01-30
12080,Panayotis,Feinberg,Senior Staff,2001-05-17
12082,Xinan,Yamaashi,Senior Staff,1992-01-29
12087,Weijing,Jumpertz,Engineer,1986-08-16
12089,Bilhanan,Socorro,Senior Staff,1994-10-22
12090,Shigenori,Angelopoulos,Engineer,1999-10-03
12091,Lansing,Cunliffe,Senior Engineer,1989-03-21
12092,Kauko,Unno,Senior Staff,1998-08-08
12093,Evgueni,Oxenboll,Senior Engineer,1999-01-19
12094,Weiru,Pearson,Senior Staff,1989-04-27
12095,Fai,Smeets,Senior Engineer,1995-04-04
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15
12102,Aron,Erde,Staff,1994-02-17
12103,Becky,Erie,Staff,1990-04-23
12104,Dulce,Kohling,Senior Engineer,1997-06-12
12112,Satyanarayana,Avouris,Senior Staff,1997-09-26
12114,Shiv,Rubsam,Staff,1997-02-04
12122,Satoru,Krone,Senior Engineer,1992-07-23
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18
12125,Shounak,Erman,Engineer,1997-03-31
12128,Yannik,Barreiro,Staff,1997-08-16
12138,Takahito,Brender,Engineer,1996-02-23
12140,Xudong,Paciorek,Senior Staff,1996-11-15
12148,Hidde,Garigliano,Assistant Engineer,1997-06-24
12149,Suebskul,Grandbois,Senior Staff,1988-10-01
12159,Shem,Perly,Senior Engineer,1985-07-17
12160,Aamer,Garrabrants,Senior Staff,1989-09-19
12164,Muneo,Chachaty,Engineer,1996-05-14
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29
12168,Arnd,Salverda,Senior Staff,1996-06-21
12172,Jianhua,Llado,Senior Staff,1990-12-08
12173,Adel,Nanard,Senior Engineer,1998-09-20
12174,Slavian,Plavsic,Senior Engineer,1996-01-09
12183,Harngdar,Iisaku,Engineer,1998-04-04
12186,Guther,Nooteboom,Senior Staff,1998-01-24
12190,Abdulah,Engberts,Senior Engineer,1997-12-13
12191,Rosella,Bazzichi,Engineer,1998-11-22
12192,Feiyu,Klyachko,Senior Engineer,1991-09-02
12205,Sushant,Rossi,Senior Engineer,1987-11-11
12206,Barton,Janetzko,Senior Engineer,2001-03-27
12210,Vugranam,Ashish,Senior Staff,1997-11-08
12213,Kwangho,Brizzi,Senior Staff,2000-10-31
12216,Aloke,Mansanne,Engineer,1995-10-25
12218,Yaghout,Strooper,Senior Engineer,2000-03-11
12219,Junsik,Gadepally,Senior Staff,1995-06-13
12221,Vincent,Melter,Senior Engineer,1991-09-16
12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14
12223,Niteen,Koyama,Senior Engineer,1995-08-13
12230,Yuriy,Bellone,Engineer,1997-04-13
12231,Nishit,Bharadwaj,Senior Engineer,1990-05-19
12235,Honesty,Haumacher,Staff,1997-07-10
12242,Satoru,Wolniewicz,Engineer,2000-11-11
12247,Subbu,Penttonen,Technique Leader,1985-04-09
12249,Eldridge,Sadowski,Senior Engineer,1996-06-20
12250,Kerhong,Aloia,Senior Engineer,1991-04-25
12254,Chaitali,Stafford,Engineer,1988-12-23
12256,Guadalupe,Reghbati,Senior Staff,1992-08-26
12258,Kankanahalli,Eiter,Senior Engineer,1999-06-22
12264,Mart,Pagter,Engineer,1998-01-09
12269,Mohammed,Whitcomb,Senior Engineer,2000-07-05
12270,Shakhar,Kornyak,Senior Staff,1996-08-19
12272,Behnaam,Grandbois,Senior Staff,1992-12-07
12273,Jaideep,Uehara,Senior Staff,1998-02-14
12274,Garnik,Papadias,Engineer,1988-04-01
12276,Yongmin,Lenart,Senior Engineer,2001-06-13
12281,Hisao,Langford,Senior Engineer,2000-09-22
12282,Tadahiro,Delgrange,Engineer,1999-10-06
12291,Masamitsu,Koyama,Senior Staff,1999-03-29
12298,Tetsurou,Rodham,Senior Engineer,1994-03-31
12303,Godehard,Braccini,Senior Staff,1988-06-13
12308,Mototsugu,Cronau,Senior Staff,1991-08-11
12311,Susanne,Lubachevsky,Senior Engineer,1985-10-22
12312,Chenye,Velasco,Engineer,1994-11-24
12316,Hyuncheol,Duclos,Engineer,1998-04-05
12317,Weiyi,Crabtree,Staff,1996-08-11
12327,DAIDA,Bruckman,Senior Engineer,1992-10-15
12328,Atilio,Prampolini,Staff,1997-05-03
12335,Arnould,Genin,Senior Staff,1995-12-01
12338,Kagan,Besselaar,Staff,1997-01-10
12339,Pranay,Czaja,Staff,1996-07-18
12341,Rasiah,Luga,Senior Engineer,1990-05-25
12343,Sorina,Slaats,Senior Staff,1997-08-25
12345,Xuedong,Mellouli,Senior Engineer,1997-07-09
12351,Gennady,Zizka,Engineer,1997-08-26
12355,Vidar,Hutton,Senior Engineer,1995-11-08
12364,Neelam,Cummings,Assistant Engineer,1998-11-02
12365,Kamakshi,Bisiani,Senior Engineer,1994-09-12
12366,Patricio,Setlzner,Staff,1994-07-16
12368,Gor,Dechter,Senior Staff,2000-06-14
12373,Mooi,Driscoll,Senior Staff,1993-11-11
12379,Kazuhisa,Serna,Technique Leader,1996-06-02
12380,Menkae,Farrow,Staff,1991-09-03
12381,Amalendu,Klerer,Senior Staff,1998-06-24
12388,Arumugam,Hebert,Senior Engineer,1997-09-11
12394,Stevo,Reeken,Engineer,1998-09-26
12395,Sanjit,Felder,Senior Staff,1995-06-05
12399,Mihalis,Luga,Senior Staff,1996-12-06
12407,Jianwen,Brodie,Engineer,1993-12-03
12411,Shao,Ibel,Senior Staff,1991-08-17
12413,Hugh,Gadepally,Senior Engineer,1999-03-04
12415,Uri,Sluis,Staff,1994-10-17
12417,Dannz,Spelt,Senior Engineer,1998-02-02
12421,Toshimi,Gulik,Senior Engineer,1996-10-29
12422,Berhard,Demos,Senior Staff,2001-06-07
12426,Shahaf,Valtorta,Technique Leader,1999-05-17
12427,Zissis,Daescu,Senior Staff,2000-09-09
12434,Xumin,Bernardinello,Engineer,1994-09-11
12438,Yongmao,Mondadori,Senior Staff,1999-12-20
12450,Sanjeeva,Perng,Senior Engineer,1999-02-02
12451,Pramod,Marzano,Senior Engineer,1991-11-26
12452,Hiroyasu,Francisci,Engineer,1997-09-28
12454,Kerryn,Farris,Staff,1998-12-18
12464,Shai,Milicic,Staff,1998-06-01
12466,Cullen,Nations,Senior Staff,1994-02-19
12468,Ioana,Baezner,Staff,1993-12-08
12470,Khue,Hinsberger,Engineer,1996-02-29
12475,Filipe,Roison,Senior Engineer,1996-04-25
12478,Yahiko,Hopewell,Senior Staff,1997-07-05
12480,Tetsushi,Schade,Staff,1997-12-21
12482,Chandrasekaran,Rijckaert,Senior Engineer,2001-08-12
12487,Mona,Reghbati,Senior Staff,1998-12-07
12488,Etsuo,Gerteisen,Senior Engineer,1995-04-27
12489,Arnould,Munck,Senior Engineer,1986-04-11
12490,Jackson,Muchinsky,Senior Engineer,2000-05-08
12492,Kristinn,Hammerschmidt,Senior Engineer,1992-11-16
12493,Filipp,Menhardt,Senior Engineer,1988-08-08
12497,Stein,Penz,Senior Staff,1997-09-25
12499,Izaskun,Lamba,Senior Staff,1997-08-27
12501,Morrie,Matheson,Senior Staff,1986-06-05
12502,Danil,VanScheik,Senior Engineer,1989-06-06
12504,Adly,Rosaz,Engineer,1997-08-14
12505,Barton,Goldhammer,Senior Staff,1999-08-24
12506,Gay,Rodite,Engineer,1997-08-29
12509,Rutger,Krzyzanowski,Senior Staff,1997-09-25
12514,Tomofumi,Melter,Engineer,1999-11-13
12515,Pranav,Wilharm,Senior Engineer,2000-01-27
12520,Goetz,Basart,Engineer,1999-03-06
12522,Trygve,Zhang,Technique Leader,1999-01-28
12523,Tonia,Casley,Senior Staff,1990-01-22
12524,Tetsushi,Demeyer,Engineer,1996-12-19
12528,Conor,Cincotta,Senior Staff,1997-09-24
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14
12537,Avishai,Gonthier,Senior Staff,2001-05-19
12540,Poornachandra,Bresenham,Senior Staff,1998-11-28
12541,Shih,Nanard,Senior Staff,1996-08-31
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11
12551,Jeane,Tzvieli,Senior Engineer,1993-12-03
12552,Mechthild,Zongker,Staff,1998-08-22
12553,Aral,Vesna,Senior Staff,1987-02-28
12555,Spyrose,DuCasse,Assistant Engineer,1995-07-23
12557,Stafford,Kopetz,Senior Engineer,1988-03-20
12558,Danco,Niizuma,Senior Engineer,1989-08-12
12563,Honesty,Ducloy,Engineer,1998-03-08
12564,Remco,Nitsche,Staff,1998-11-03
12568,Marlo,Boyle,Engineer,1997-04-15
12571,Abdelaziz,Candan,Engineer,2002-04-23
12574,Mong,Gelosh,Engineer,1999-01-08
12586,Oguz,Tasistro,Senior Engineer,2001-04-30
12588,Yagil,Kenevan,Senior Engineer,2002-02-08
12589,Anoosh,Chleq,Senior Engineer,1997-09-08
12590,Gita,Rosenbaum,Senior Staff,1993-02-25
12596,Breannda,Roisin,Senior Staff,1996-09-29
12597,Kazuhito,Petereit,Senior Staff,1999-12-13
12601,Ghassan,Simkin,Senior Engineer,2002-07-09
12603,Utpal,Roison,Staff,1997-06-10
12608,Nectarios,Mondadori,Senior Staff,2000-02-22
12612,Chandrasekaran,Thimonier,Staff,1999-05-29
12617,Shawna,Rusterholz,Senior Staff,1996-03-02
12623,Raimond,Scharstein,Senior Staff,2000-11-03
12626,Gill,Comyn,Senior Engineer,2000-09-24
12630,Sreekrishna,Falco,Senior Staff,1997-06-03
12635,Xinyu,Restivo,Senior Engineer,2000-02-03
12636,Yuuichi,Debuse,Senior Staff,1996-10-22
12637,Poorav,Karner,Senior Staff,1995-11-02
12638,Yuqun,Seiwald,Engineer,1999-04-29
12639,Zeljko,Schapire,Senior Engineer,2002-05-21
12642,Suebskul,Gips,Senior Staff,2001-10-28
12644,Bernt,Jayawardene,Senior Engineer,1994-10-29
12645,Kyoichi,Decaestecker,Staff,1999-05-21
12651,Pragnesh,Bael,Senior Staff,1988-01-27
12656,Seshu,Morton,Senior Staff,2001-06-27
12662,Leucio,Alvarado,Engineer,1994-08-27
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29
12664,Zhonghua,Parveen,Staff,1999-08-04
12665,Amalendu,Lanphier,Staff,1995-06-01
12666,Stamatina,Prenel,Engineer,1998-04-19
12670,Seongbae,Alameldin,Engineer,1999-09-10
12672,Mayumi,Varman,Senior Engineer,1998-04-02
12678,Carrsten,Borovoy,Engineer,1999-06-26
12680,Bader,Staudhammer,Staff,1995-11-12
12687,Weicheng,Badache,Staff,1998-04-12
12689,Luerbio,Boudaillier,Senior Engineer,2001-11-23
12691,Oddvar,Gils,Senior Engineer,1998-08-25
12694,Kazuhira,Luders,Engineer,1995-12-01
12697,Uri,Brizzi,Senior Staff,1994-07-11
12707,Gregory,Zastre,Staff,1998-06-24
12709,Ronghao,Botman,Senior Engineer,2001-02-25
12715,Honglan,Showalter,Staff,1996-07-05
12717,Tzu,Jiafu,Staff,1999-10-20
12721,Sajjan,Szilard,Engineer,1994-08-20
12722,Elliott,Cheshire,Senior Staff,1985-03-29
12725,Inderjeet,Flexer,Senior Staff,1999-05-28
12726,Fumitake,Panwar,Senior Engineer,1994-05-19
12729,Nahla,Rahier,Senior Engineer,1997-10-15
12730,Barry,Perl,Technique Leader,1993-07-24
12731,Yongmao,Waymire,Senior Staff,1988-04-05
12732,Mara,Takanami,Senior Staff,1988-04-06
12734,Gil,Frijda,Senior Engineer,1986-03-03
12746,Heekeun,Lunn,Senior Engineer,1999-07-08
12747,Salvador,Atrawala,Technique Leader,1994-05-23
12748,Berry,Kakkar,Engineer,1998-12-13
12753,Kazuhito,Syrotiuk,Senior Engineer,1999-08-26
12754,Ronnie,Tetzlaff,Senior Engineer,1998-09-17
12755,Rildo,Rodite,Senior Staff,1994-03-18
12758,Hauke,Pashtan,Staff,1999-11-19
12759,LiMin,Kuszyk,Senior Staff,1987-05-31
12761,Hitofumi,Schaad,Senior Staff,2002-05-06
12768,Mingdong,Stiles,Engineer,1990-05-09
12769,Abdelwaheb,Gluchowski,Engineer,1994-09-02
12770,Maik,Benzaken,Senior Staff,1990-11-16
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05
12774,Moon,Asrin,Engineer,1997-08-02
12775,Mariangiola,Berendt,Engineer,1999-02-24
12777,Sreenivas,Cichocki,Senior Staff,1999-08-20
12785,Bouchung,Armand,Senior Engineer,1996-12-29
12786,Weiyi,Schusler,Engineer,1999-12-08
12789,Sanjai,Felcyn,Engineer,1996-09-24
12790,Gunilla,Perl,Senior Staff,2000-08-07
12795,Masoud,Fordan,Senior Staff,1997-06-23
12796,Saniya,Stanfel,Senior Engineer,2001-05-24
12798,Lillian,Beeson,Senior Staff,1996-12-26
12799,Tiina,Businaro,Senior Staff,1993-12-25
12803,Gad,Boissier,Senior Staff,1990-03-16
12807,Gretta,Babb,Senior Engineer,1996-08-06
12810,Kristof,Staelin,Technique Leader,1996-07-06
12814,Jaques,Kohling,Technique Leader,1998-06-07
12815,Sushant,Junot,Senior Staff,1993-02-27
12816,Freyja,Ramras,Senior Engineer,1992-04-18
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09
12821,Arco,Gihr,Engineer,1997-05-04
12825,Sakthirel,Cannata,Senior Engineer,1992-08-25
12828,Oksana,Camurati,Staff,1999-06-07
12829,Harngdar,Harbusch,Senior Engineer,2000-07-05
12831,Maris,Baja,Engineer,1996-08-13
12840,Zhensheng,Ferretti,Engineer,1994-09-10
12843,Yinlin,Heijenga,Senior Engineer,1998-10-23
12846,Krisda,Cyne,Senior Staff,2000-10-15
12848,Kazuhide,Smeets,Engineer,1997-05-11
12851,Kwangyoen,Ramsay,Staff,1998-08-25
12853,Mang,Brobst,Senior Staff,1993-01-04
12855,Mabhin,Murrill,Senior Staff,1997-08-12
12857,Alagu,Gils,Senior Engineer,1995-07-05
12863,Leif,Matheson,Senior Engineer,1990-09-06
12865,Katsuyuki,Rothe,Senior Staff,1994-02-14
12868,Berthier,Nanard,Senior Engineer,1990-01-07
12869,Jacopo,Swiler,Staff,1999-01-02
12871,Shay,Zockler,Staff,1992-10-15
12872,Marl,Schmittgen,Senior Staff,1993-09-09
12876,Apostol,Goodrum,Engineer,1999-09-01
12879,Baruch,Eugenio,Senior Engineer,1995-06-11
12881,Huai,Yurek,Staff,1999-08-25
12885,Anwar,Collavizza,Senior Engineer,1990-09-11
12887,Hilari,DuBourdieux,Senior Engineer,2001-09-19
12888,Martien,Erni,Senior Staff,1992-05-06
12889,Mayumi,Mukaidono,Engineer,1999-04-28
12890,Neven,Casley,Senior Staff,1985-10-31
12893,Licheng,Crouzet,Senior Staff,1995-03-18
12895,Roddy,Serot,Senior Engineer,1993-08-15
12899,Chinho,Sethi,Senior Staff,1998-01-13
12905,Munehiro,Gecsei,Senior Engineer,1993-07-18
12910,Uno,Casley,Staff,1998-03-16
12915,Arco,Ligten,Senior Staff,2000-03-31
12922,Jacqueline,Porenta,Senior Staff,1985-11-20
12923,Chaosheng,Journel,Senior Engineer,1997-01-02
12926,Heekeun,Luby,Senior Staff,1992-12-24
12934,Adil,Solares,Senior Engineer,1996-10-15
12936,Reinhold,Farrow,Technique Leader,1994-11-10
12937,Arup,Cincotta,Staff,1991-10-27
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06
12944,Alselm,Benzmuller,Senior Staff,2001-06-24
12949,Geoff,Asrin,Senior Engineer,1992-02-12
12951,Mohammad,Keirsey,Senior Staff,1987-09-17
12960,Tayeb,Navazio,Engineer,1994-08-19
12962,Paraskevi,Beerel,Senior Staff,2001-10-21
12969,Mohan,Angot,Senior Staff,1999-02-05
12972,Juyoung,Azevdeo,Staff,1988-04-03
12974,Gift,Frolund,Senior Staff,1994-10-24
12977,Byong,Markovitch,Senior Engineer,1992-08-23
12981,Maren,Merro,Engineer,1995-02-01
12982,Sachem,Aamodt,Senior Engineer,2000-01-11
12983,Elliott,Hambrick,Staff,1999-06-28
12984,Atilio,Krohm,Engineer,1993-05-03
12986,Khun,Hennebert,Senior Engineer,1990-09-20
12987,Youngkon,Kading,Senior Engineer,2001-05-03
13000,Adhemar,Chiodo,Engineer,1997-07-05
13002,Henk,Muhlberg,Senior Engineer,1994-05-03
13004,Fan,Beznosov,Senior Engineer,1996-05-17
13008,Jayesh,Zaumen,Engineer,2000-01-07
13011,Aamer,Glowinski,Technique Leader,1995-05-18
13012,Florina,Harbusch,Senior Engineer,1987-12-24
13013,Heekeun,Baak,Engineer,2000-01-22
13027,Paraskevi,Kohling,Technique Leader,1992-01-23
13030,Yahiko,Kroll,Senior Staff,1999-11-25
13034,Arunas,Rosen,Senior Staff,1992-06-23
13046,Vivian,Stafford,Senior Staff,1987-04-19
13047,Atilio,Chelton,Senior Engineer,1997-02-25
13048,Kerhong,Massonet,Senior Engineer,1996-11-14
13049,Fan,Naudin,Staff,1985-10-06
13052,Aleksandar,Schlenzig,Senior Engineer,1996-07-26
13054,Samphel,Masamoto,Senior Engineer,2001-12-21
13062,Xinglin,Baak,Technique Leader,1993-01-08
13065,Zine,Schiper,Senior Staff,2001-01-26
13067,Wayne,Kornyak,Senior Engineer,1994-11-24
13073,Utpal,Journel,Staff,1995-10-25
13075,Rosella,Morrin,Senior Staff,1991-08-17
13076,Deniz,Skafidas,Engineer,1995-01-28
13084,Domenico,Pagter,Senior Staff,2002-03-02
13086,Dzung,Domenig,Senior Staff,2000-01-27
13087,Gor,Ranft,Senior Engineer,1990-12-07
13093,Sajjan,Unno,Staff,1999-09-18
13095,Khedija,Cochrane,Staff,1999-05-03
13096,Ibibia,Armand,Senior Engineer,2001-04-22
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19
13108,Rance,Matteis,Senior Staff,1989-12-14
13110,Maria,Kamble,Senior Engineer,1989-07-16
13113,Kwun,Landherr,Staff,1993-01-16
13124,Quingbo,Garnick,Senior Staff,1985-03-17
13126,Parviz,Hennebert,Senior Engineer,2002-03-08
13133,Guther,Senzako,Senior Staff,1991-09-03
13134,Lorien,Chepyzhov,Senior Engineer,1993-10-22
13140,Shuji,Vidal,Staff,1999-05-30
13143,Qingxiang,Ventosa,Technique Leader,1990-02-25
13144,Persi,Nollmann,Senior Staff,1997-06-19
13146,Haldon,Erie,Senior Staff,1985-05-25
13147,Shichao,Ginesta,Senior Staff,1998-06-29
13149,Alejandro,Gill,Assistant Engineer,1992-11-05
13150,Mahmut,Stavenow,Technique Leader,1991-06-15
13156,Akeel,Millington,Senior Engineer,2000-08-18
13159,Jingling,Ranst,Staff,1999-08-12
13161,Manu,Picci,Senior Engineer,1996-01-02
13165,Lucian,Benner,Senior Engineer,1995-03-17
13168,Munir,Stentiford,Senior Engineer,1992-09-10
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31
13173,Arve,Horswill,Senior Staff,1996-09-23
13175,Yucai,Swick,Senior Engineer,1998-01-20
13179,Moty,Janocha,Staff,1999-02-19
13182,Kokou,Rodite,Engineer,1999-03-03
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29
13189,Yuuichi,Bazzichi,Staff,1999-10-16
13192,Rosita,Flowers,Technique Leader,1993-02-01
13197,Rosita,Litzler,Staff,1993-09-14
13200,Weidon,Pauthner,Senior Engineer,1998-08-07
13202,Aram,Scharstein,Senior Staff,1992-03-28
13203,Phule,Emmart,Senior Staff,1995-01-12
13204,Mircea,Pellegrinelli,Assistant Engineer,1996-12-16
13206,Tetsurou,Rullman,Staff,1999-09-06
13210,Jianhua,Klassen,Senior Staff,2002-07-27
13213,Hein,Billawala,Senior Staff,1993-08-30
13216,Stabislas,Weedman,Staff,1999-05-23
13221,Premsyl,Famili,Senior Staff,1993-02-26
13227,Goncalo,Pell,Staff,1997-02-03
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02
13233,Alselm,Chvatal,Senior Engineer,1995-03-31
13235,Taizo,Remmers,Engineer,1998-04-23
13238,Ebru,Foote,Senior Staff,1998-10-10
13240,King,Pileggi,Senior Engineer,2001-03-10
13243,Fay,Huxford,Staff,1999-09-18
13246,Adil,Siepmann,Staff,1999-12-31
13248,Keiichiro,Guting,Staff,1994-06-21
13249,Oldrich,Rissland,Staff,1992-06-04
13250,Zeydy,Schusler,Senior Engineer,1998-10-27
13252,Morris,Kavvadias,Staff,1997-04-04
13260,JoAnna,McDermid,Technique Leader,1997-02-08
13261,Martial,Peternell,Staff,1994-07-28
13263,Subhash,Zockler,Senior Staff,1998-06-17
13272,Arun,Jiang,Senior Staff,1985-03-10
13276,Yechiam,Seuren,Senior Staff,1991-03-09
